"catagory","title","participated"
"경제민주화","최종구,김용범,김학수를 당장 파면하고 즉시 구속수사 바랍니다.","10"
"성장동력","등기부등본 열람 API 공개 요청","6"
"저출산/고령화대책","저출산 관련(아동수당 등)","6"
"교통/건축/국토","화물차 유가보조금   감액 문제점","107"
"경제민주화","보이스피싱대비 이체취소및 정지시간부여","4"
"교통/건축/국토","카풀 정책을 제고해 주시고 먼저 법인 택시기사 최저임금을 보장해 주십시오.","36"
"인권/성평등","아동 인권을 보호합시다.","2"
"외교/통일/국방","벚꽃을 대한민국 나라꽃(국화)으로","6"
"안전/환경","미세먼지 대책 진짜 없습니까??아니면 중국이 무섭나요???","27"
"정치개혁","불법취업 비리 장하성을 신고한다. 포상금 2억원 달라","0"
"행정","정유소 유가는 정당한가","0"
"인권/성평등","며느리는 노예다.~~~~~^^^^","10"
"성장동력","생업영세민  장기적 소액 과태료 벌금도 면책시켜주세요","1"
"외교/통일/국방","정말 양심적 병역거부 지긋지긋 합니다.","23"
"경제민주화","공무원 공로 연수제도 폐지하여야 합니다.","14"
"경제민주화","공무원 공로 연수제도 폐지하여야 합니다.","14"
"보건복지","복지현장을 무시하는 복지부장관은 교체되어야 한다.","5"
"경제민주화","㈜***홀딩스(**스터디)의 불공정한 지점장 사업을 저지시켜주세요.","592"
"보건복지","초미세먼지","29"
"정치개혁","눈과 귀를 막은 김해시장 파면청원","2,556"
"안전/환경","미세 플라스틱 관련 슬라이카페 규제 필요","2"
"교통/건축/국토","고속도로제한속도법이바껴야합니다.","9"
"행정","집 둘레 태양열집열판 설치에 관한 설치 해제 촉구의 건.","2"
"행정","신성일 에게 훈장 추서를 반대합니다","35"
"기타","유류세 인하 관련","10"
"기타","현역 군인들 과 굼필자들을 위해 양심적병역 거부 라 표기하지 말아 주십시요","8"
"교통/건축/국토","지하철9호선 일반 배차간격을 좁혀주세요.","29"
"정치개혁","김부선의 난방열사 실체 그리고 후원금 내역 속히 김부선을 처벌해주세요","24"
"안전/환경","미세먼지 대책 똑바로 세우십시오","45"
"외교/통일/국방","군대를 없애는게 답이다.  외국 군대에 용역을 주는게 현명한  대안이다","1"
"문화/예술/체육/언론","언론이 언론다워야지..이러니 좌파신문 우파신문 소리듣지;;","4"
"육아/교육","모든 공립초등학교에 병설유치원을 설치해주세요","15"
"안전/환경","숨을 쉬고 싶습니다","4"
"안전/환경","미세먼지 대책 안세우십니까? 오늘 날씨는 중국보다 심하네요","18"
"육아/교육","학교에 제발 공기청정기 넣어주세요","8"
"인권/성평등","전국적인 조직을 가진 중상모리배 세력의 인권유린","2"
"인권/성평등","춘천지방법원의 만행과 개인회생 36개월 단축소급 전국으로 시행하라","15"
"경제민주화","문제인 대통령님 최종구,김용범,김학수를 당장 파면하고 즉시 구속수사 바랍니다.","13"
"문화/예술/체육/언론","라디오광고에 북한김정은 목소리없에라.","2"
"외교/통일/국방","(양심적병역거부) 양심이 국가운영원리가 되어서는 안된다.","15"
"교통/건축/국토","지하철 실내공기 질 관리를 위한 공기청정기 설치","3"
"기타","남북 자유왕래  국민투표 청원드립니디ㅣ","2"
"보건복지","소득주도성장?국민가처분소득갉아먹는4대연금강탈이나개선내지폐지하고말하던지 ㅉㅉ","11"
"안전/환경","마스크 없이 숨 쉴 수 있게 해주세요","12"
"교통/건축/국토","유류세인하에도 영세화물자동차업자의 유가보조금이345.5원/L에서266.58원/L으로 삭감되었네요!기존보조금금액 유지해주세요!!","205"
"보건복지","노후복지빙자. 국민연금현실 국민가처분소득 갉아먹어내수경제좀먹는. 강제 강탈개선해야","5"
"성장동력","전국 혁신도시 관공서 통근 버스 운영을 줄여주세요.","1"
"기타","몬 20만 청원 내용이  누굴 강하게 처벌해주세요 가 거의 절반 이네? ..","3"
"기타","솔직히 이번정부는 다른줄 알았습니다","24"
"안전/환경","미세먼지 인공강우는 왜 시도도 안합니까","17"
"문화/예술/체육/언론","서울 프라이드 영화제 폐지 요청","1"
"미래","2500명 동의 중 ""임대사업자 과세""  링크 눌러주세요. 연봉1억이 20년 밥만먹구 저축해도 집 못삽니다","27"
"정치개혁","정부의 땜질 처방식 가짜 일자리 반대합니다.","17"
"외교/통일/국방","육군35보병사단장을 해임하라,갑질도 도가 넘었다","9"
"보건복지","더 이상의 피해환자가 없도록 아래병원과 의사를 고발합니다","6"
"보건복지","보건복지부의 장애인정책에 특별법 요청합니다","95"
"안전/환경","지리산 방사곰을 포획해주세요","3"
"미래","국민연금중도해지","10"
"일자리","경비실  경비원 보호법","65"
"경제민주화","부동산공화국 불로소득 주도하는 미친나라 박살 내자~~~^^","6"
"교통/건축/국토","★다주택자""임대사업자등록제도""폐지청원 ㅡ2,524명 동의중~","49"
"일자리","공인중개사 시험...","51"
"문화/예술/체육/언론","국립공원내문화재과람료폐지","59"
"외교/통일/국방","양심적 병역거부?논리가 어처구니 없네요.","21"
"인권/성평등","인권을 가졌다고 대한민국 국민의 권리를 가진 것은 아닙니다.","8"
"교통/건축/국토","자동차 연료비 절감과 사고율 감소를 위한 자동차 형태 변형 추진 요청","0"
"저출산/고령화대책","아동수당 ~소득상관없이 100%지급반대한다","13"
"안전/환경","전동킥보드 외발휠 번호판 의무화법 입법청원 합니다","6"
"외교/통일/국방","예비군 훈련 너무합니다.","8"
"기타","이용주법을 만들어 국회에서 통과 되길 청원합니다.","38"
"보건복지","건강보험료를 올리더라도 국민들이 개인보험 안들어도 되길 청원합니다","13"
"정치개혁","공무원 증원하시기전에 사고방식부터 바꾸어 주세요","20"
"기타","폐지수거하시는 노인들","15"
"교통/건축/국토","카플반대","26"
"안전/환경","억울합니다 충동조절장애자정신병자에게 성폭행당하고 유린당했습니다 증거불충분으로 재판조차받지못한무혐의","28"
"미래","사형제도 다시 만듭시다","13"
"외교/통일/국방","양심적 병역거부 다시 판결하십쇼","39"
"육아/교육","서민주부들도월급주세요","4"
"인권/성평등","""위안부 소송 이렇게 막겠다""..'양승태에 보고' 확인 - 연좌제(collective punishment) 부활","3"
"경제민주화","국회 앞 1인 시위 중 박스에 불을 붙여 체포된 편의점 점주를 선처하고 갑질을 업애주시기 바랍니다","258"
"행정","대한민국.갑질 폭력-불법이판치는대한민국 어디로가나?","14"
"외교/통일/국방","양심적 병역 거부","10"
"미래","대출중개로 인하여 신용불량자들이 생깁니다.","7"
"인권/성평등","환경 미화 노동자의 삶을 국민이 짊어지게 해라!","2"
"교통/건축/국토","카풀반대","76"
"기타","불법도박 스팸문자 적발시 강력처벌 해주세요.","10"
"교통/건축/국토","카풀반대","33"
"일자리","빛좋은 개살구인 청년 내일채움공제 개선방안 요구","13"
"미래","양**회장 초호화변호인 이건반성할태도가아닙니다","92"
"안전/환경","숨도 제대로 못쉬는 나라..","25"
"안전/환경","참 법이란게 피해자만 피해보고 끝날수도 있네요","6"
"미래","친일청산=적폐청산● 친일세력이 정치 못하도록 이글을 온 국민께 알려주세요. 친일의 뿌리는 지금의 적폐가 되어 돌아와 이 나라를 병들어 망하게 하고있다. 이 나라를 거짓뉴스로 망하게 하는 친일의 거짓 뉴트브 악의 적폐 끝까지 청산해주세요.  적폐의 중심 친일 뉴라이트=친일망국당 끝까지 청산해주세요","10"
"정치개혁","대법관 판단으루 대한민국이  흔들려선안댄다","11"
"행정","양심적 병역거부 단어 종교적 병역거부로 바꾸어주세요","27"
"인권/성평등","****교회 성폭행목사 강력처벌부탁드립니다","91"
"외교/통일/국방","양심적 병역거부에 대해서","9"
"일자리","**시스템 사내하청은  누구의 것입니까??? 대기업부터 비정규직을 정규직화 실현해 주세요!!!","38"
"기타","아직도 등산로 입구에서  사찰은 문화재관람료를받는다  이게정상인가","74"
"기타","금감원민원","3"
"성장동력","양** 방지법 개정안 실현이 되길 바랍니다","15"
"정치개혁","300만명 외노자로 지금 대한민국호는 침몰중 비참합니다","14"
"교통/건축/국토","어느 신혼부부 이야기","6"
"정치개혁","국민연금 해지 방안 부탁드립니다.","24"
"정치개혁","국정감사는 국회의 감사입니까? 갑질입니까?","6"
"육아/교육","소년법 폐지와 학교폭력법,  사립학교법에  대한  개혁의  의지가  있는지  정치인들에게  묻고싶습니다","17"
"육아/교육","중.고등학교 교실내부 CCTV 의무화 청원합니다","26"
"교통/건축/국토","첫번째 내집마련을 나라에서 도와주세요","16"
"기타","무일푼 개인사업자좀 살려주세요","9"
"행정","누구를 위한 유류세 인하인가요?","33"
"일자리","외국인 노동자를 위한 정책을 만들어주세요!","1"
"인권/성평등","양심적 복무 거부 합법화와 범죄자 인권 관련","17"
"기타","한국외국어대학교 산업경영공학과","0"
"보건복지","간호조무사 또는 간호사 실습생한테도 휴가를 주었으면합니다","4"
"외교/통일/국방","군대 안가기위해 여호와증인 종교 믿고 나중에 나 몰라라~~","14"
"안전/환경","미세먼지 대책이 있긴있나요?","58"
"안전/환경","7살 아이가 가래를 뱉습니다.. 미세먼지 너무심해요","28"
"육아/교육","방과후 수업, 말이 자율이지 반 강제 입니다.","2"
"일자리","아파트 통장ㆍ동대표 필요합니까?","9"
"외교/통일/국방","일본과 외교단절을 청원합니다.","2"
"보건복지","장애인주차구역 신고","5"
"육아/교육","자녀수당폐지하고 고등무상교육","9"
"안전/환경","청소년 흡연 처벌 확실히 합시다!!","10"
"기타","주52시간 위배 신고를 익명으로 할 수 있게 해주세요","8"
"일자리","부당한 자발적 퇴사 강요로 인해 고통받는 제 형님들을 지켜주세요!","7"
"일자리","네일미용사 시급 청원합니다.","15"
"행정","신용블량자","12"
"육아/교육","어린이집 시간 지켜지게 해주세요~","6"
"미래","지나가다 몇글자 남깁니다","0"
"일자리","남자들이 잘살수있는 나라","3"
"문화/예술/체육/언론","소음 규제를 지금 보다 강화 시켜주세요","1"
"안전/환경","간접흡연 피해를 줄일수 있게 흡연부스를 늘려주십시오","6"
"정치개혁","음주운전 처벌 강화","15"
"인권/성평등","우리나라 학교폭력 이제는 바꿔야 할 때입니다.","18"
"인권/성평등","미성년자의 성결정권 이라는 것을 방패로 미성년자를 성착취하는 소아성도착증 환자들을 강력하게 처벌해주세요.","511"
"교통/건축/국토","전 그냥 이제 막 결혼할려는 30대청년입니다.","11"
"인권/성평등","갑질수당제도 도입합시다.","0"
"미래","공인중개사 시험어렵게내야합니다 혹은상대평가시급합니다","17"
"정치개혁","현 분당경찰서장 유현철 철저한 조사가 필요합니다.","160"
"육아/교육","**고폐쇠해라","1"
"일자리","외국인 근로자를 도와주세요!","1"
"안전/환경","심신 미약자에 대한 처벌을 강화 시켜주세요..","52"
"기타","국회도서관에 붙어 있는  ‘국회도서관준공기’를 철거하여 주십시오","1"
"인권/성평등","여성가족부를 양성가족부로 변경해 주십시요","15"
"안전/환경","아이를 키우는 임산부, 간접흡연이 너무 힘들어요!","11"
"행정","재경부 장관을 짜르고 장하성씨를 장관으로 옮겨 앉게해야 한다","1"
"안전/환경","경남 양산시 산부인과 의료사고 미숙한 대처[청울림TV]","1,845"
"안전/환경","음주운전","6"
"행정","재경부 장관을 짜르고 장하성씨를 장관으로 옮겨 앉게해야 한다","2"
"문화/예술/체육/언론","장현수가","4"
"정치개혁","성남fc","2"
"기타","미세먼지.. 제발 세금좀 바닥에 버리고 다니지말고 대책좀..","16"
"인권/성평등","행복한 교사가 되고싶습니다.","11"
"외교/통일/국방","송해선생님 북한 재령에서 전국노래자랑하게해주세요","7"
"안전/환경","7살때 화상을 입어 18년 9개월 동안 수술과 치료중입니다. 이치료비는 국가에서 손해배상청구 처리를 해주셨으면 하는 마음입니다.","10"
"보건복지","건강검진","4"
"행정","교원능력개발평가 폐지를 원합니다.....","38"
"미래","교육..","1"
"인권/성평등","교도소 구치소","3"
"외교/통일/국방","모든 젊은이들에게 양심의 자유로 국방의무 선택을 할 수 있도록 국방의 의무조항을 바꾸라","8"
"일자리","카카오택시때문에 개인택시가 어렵습니다.","23"
"기타","상조 보험 및 상조 공제조합의 횡포","8"
"행정","경기도 남양주시 다산동(지금동) 재건축 정비 사업조합 에 대한 제의 및 우회도로","1"
"안전/환경","미세먼지가 심해질수록 중국이 싫어집니다. 아이에게 중국에 대해 뭐라고 설명해야할까요.","35"
"기타","장제원 자유한국당 국회의원에 영구제명 해주십시오.","14"
"인권/성평등","간통죄 폐지 부활요청","11"
"안전/환경","공기에 대해 대책을 세워 주세요","42"
"일자리","청소년 진로 지원제","3"
"안전/환경","미세먼지 시급합니다","26"
"일자리","공무원노조 활동으로 해직된 아빠 복직시켜주세요.","9"
"교통/건축/국토","화물차 버스 더는 폭탄이 아니어야합니다","14"
"기타","위메프 블랙프라이데이 이벤트","47"
"행정","일조권침해","3"
"기타","사업장 변경제도에 대해","2"
"육아/교육","미세먼지 해결 좀 해주세요","20"
"기타","국립공원사찰입장료를 반대합니다.","21"
"기타","국민청원 게시판의 운영규칙 또는 프로세스 공개 요청합니다.","1"
"안전/환경","노량진 수산물 시장만 폐쇄할 겁니까?","4"
"육아/교육","어린이집, 유치원 지원내역 공개해주세요.","12"
"기타","방탄소년단 강제 헤체","28"
"문화/예술/체육/언론","한국시리즈 2차전 두산쪽 매수 스트존","6"
"외교/통일/국방","병역에 양심이 왜 필요합니까? 진정한 양심이 뭔가요?","41"
"육아/교육","비교과 교사 티오 대폭 감소시켜라","4"
"기타","브라질 청부 살인 건.","1"
"안전/환경","미세먼지 어떻게 해결좀 해주세요","31"
"안전/환경","조현병인 할아버지가 치료받으실수있게 도와주었습니다.","8"
"기타","술방팅 상습사기단  국민청원합니다","5"
"안전/환경","동의합니다","3"
"인권/성평등","대통령님께 호소드립니다.","12"
"인권/성평등","충북 음성 동거녀 살해 후 콘크리트 암매장 사건 재조사를 촉구합니다.","38"
"외교/통일/국방","대한민국 군대는 현 징병 폐지하고 모병으로 전환해라!!!!!!!","6"
"기타","보이스 피싱 어찌합니까.","10"
"정치개혁","혈세로 영부인 해외여행 반대합니다","28"
"외교/통일/국방","의경 폐지 반대합니다.","6"
"교통/건축/국토","이제 집좀살수있게 대출좀 풀어주세요!!!","14"
"행정","김부선, 공지영,바른미래당  김영환의 이재명을  죽이기를 위한   거짓 날조 조작질 배후를 특검해서  전원 구속 처벌하라 !!!","141"
"육아/교육","05 젊은이 들에게 꿈과 희망을 주자 !     망국적 저출산 시대를 즉각 개선하자 !<U+200B>","3"
"행정","국립공원 사찰 관람료 폐지","24"
"기타","카풀반대","65"
"저출산/고령화대책","누구를 위한 정책 인가요?","4"
"기타","A에서 일하고 B에서 일하는 시설관리 용역직원","1"
"성장동력","젊은이 들에게 꿈과 희망을 주자 !     망국적 저출산 시대를 즉각 개선하라 !<U+200B>","3"
"교통/건축/국토","태양광","11"
"안전/환경","미세먼지 심할때 선택적으로 휴교할수있게 해주세요!!","12"
"교통/건축/국토","세종행정수도 공약 무시한 문통에 충청권 등돌린다.","8"
"교통/건축/국토","◆-전서울시 주택국장,도시계획국장","2"
"인권/성평등","형식적인 답변이 아닌 본질적인 해결을 요구합니다.","9"
"정치개혁","대통령님 '국내스포츠 승부조작' 진짜 모르십니까?","7"
"정치개혁","차별금지 반대! 독재정권 문재인정부 규탄한다!","19"
"경제민주화","지금 3급이하의 그린벨트(훼손된 지역)해제 → ""47년전 서울인구 약 500만명 시대의 유물입니다"".주택→은 인간의 생존에 삼대요소중 하나고 주택가격→은 그지역에 공급과 수요로 결정됩니다.춤추는 APT등","3"
"육아/교육","보육교사도, 수업준비 하고싶습니다","49"
"인권/성평등","디시인사이드 노무현 갤러리 폐지 요청","10"
"경제민주화","◈-토지거래 허가제 근거법","1"
"미래","대한민국에 국민이 있기나 합니까?","22"
"문화/예술/체육/언론","국립공원 (사찰에서) 입장료및 주차비 폐지청원합니다","27"
"저출산/고령화대책","난임부부지원","27"
"정치개혁","3년 안에 전기차, 대학 무상 교육.","4"
"미래","판사도 투표로 뽑자","7"
"보건복지","한의원 초진비가 한의원 마다 너무 차이가 나니 일률적 가격이 되게 고쳐주기를 촉구합니다.","10"
"성장동력","재정정책과 금리동결이 능사가 아니다","5"
"보건복지","국민이 위험합니다","44"
"육아/교육","아이엄마를구속시켜주세요","23"
"안전/환경","가슴이 미여집니다ㅜㅜ","38"
"인권/성평등","갑질로 인한 모든 피해자들을 위합니다","32"
"육아/교육","공교육에서 사라져가는 교과서 살려주세요.","5"
"육아/교육","어린이집 불법휴원을 막아주시길 청원드립니다.","14"
"문화/예술/체육/언론","clc의 아이즈원 데뷔곡 표절 반대 합니다","4"
"보건복지","5일kbs제보자경남양산 산부인과의료사고진실 밝혀주세요","897"
"육아/교육","육아혐오 방송 멈춰주세요","9"
"일자리","""화장품이 화재 위험물? 관련 일자리 36만명 고용불안""","625"
"교통/건축/국토","오토바이 불법개조 상향등","12"
"안전/환경","미세발암먼지가 계속 나빠지고있네요 즉각적인 대책이 필요합니다","2,793"
"교통/건축/국토","자동차법 보다 못한 사람입니다","3"
"인권/성평등","나는 이 나라에서 법을 지킬때 법으로부터 보호받아 안전하고 편안하게 살고싶다.","3"
"정치개혁","문제인대통령님에게","6"
"외교/통일/국방","국방의 의무를 하지못하는 사회복무요원/면제자는 현역과군필자와 차별화를 강력히 요구합니다.","13"
"정치개혁","무상봉투 금지를 대체 왜한거에요?","1"
"경제민주화","적폐적 자동차세법 개정해 주세요","7"
"기타","최근 교장선생님  성추행 사건을 막으려는 선생님을 신고합니다.","13"
"외교/통일/국방","매국노를 향한 ‘걸림돌’을 만들어주세요","2"
"기타","물가좀 내려주세요!!! 제발요","7"
"일자리","체계적인 공공기관 채용비리 전수조사를 실시하세요!","5"
"외교/통일/국방","남북한 한강수로 관련 기사 관련하여..","6"
"교통/건축/국토","카풀반대","93"
"교통/건축/국토","카카오 카풀 결사반대","70"
"미래","청원합니다.","2"
"안전/환경","[개문냉방 캠페인]을 도와주세요.","3"
"일자리","경제, 시장에만 못 맡긴다","3"
"안전/환경","조두순 재판을 한 번더 해주세요","89"
"인권/성평등","목포 영흥중학교의 두발단속을 없애주세요.","2"
"육아/교육","유치원 폐원 안하게 해주세요","18"
"외교/통일/국방","양심없는 의무거부자.","16"
"안전/환경","억울하게 죽지 않을 권리 요청합니다","4"
"기타","흡연구역을 설치해주세요.","7"
"행정","전국 사찰 입장료 폐지해 주세요","26"
"안전/환경","카카오톡 카풀 위험합니다.","43"
"기타","[기초생활수급자] 암진단비 받았다고 수급자자격 정지랍니다 기준을 알려주세요!","22"
"보건복지","읍,면 지역은 보건소 중 장애인 전용 스케일링 이용은 무료라고 하는데,  그렇다면 구, 동지역에 대해 보건소에 대한 장애인 전용 스케일링 이용을 못 하는지 건의하고 싶습니다.","1"
"인권/성평등","서지현검사를 처벌해주세요","5"
"행정","국립공원 등 산에 절에서 조폭처럼 착취하는 입료를 없애주세요","21"
"기타","일제강점기 강제징용피해보상 청원합니다.","9"
"일자리","이재명 경기도지사 죽이기 가짜뉴스 조작질 편파수사하는 정치경찰 분당경찰서,kbs,jtbc,tv조선,채널a,조중동,매경...,특검조사 처벌 처벌 하라 !!!","59"
"인권/성평등","직장내 괴롭힘 ..  제가 당사자 입니다","47"
"교통/건축/국토","르노삼성자동차 구입 2달도 안되 부품(소모품) 단종되어 수리가 안되네요 외국계기업의 갑질인가요? 아니면 정부부처의 관리감독 소홀이 문제인가요?","5"
"외교/통일/국방","'양심적 병역 거부'문구를 사용 못하게 해주세요.","38"
"보건복지","술.담배","2"
"교통/건축/국토","청소년학생증을 보여주면 택시를 40% 할인해주세요","2"
"보건복지","명백히 불법인 길거리 흡연, 사소한 원칙하나 지키지 못하는 시민과 나라에 무슨 미래가 있겠는지요?","9"
"외교/통일/국방","양심적 병역기피 용어를 바꿔주세요","15"
"인권/성평등","아파트 입주민 갑질","14"
"외교/통일/국방","문재인 대통령님 이슬람종교인난민들 뽑는것 중동국가에게 꼬리 살랑인가요.","12"
"교통/건축/국토","고속도로 휴게소 여자화장실 확충의 건","2"
"정치개혁","국회의원! 개의원","4"
"성장동력","수소발전기 개발","2"
"육아/교육","어린이집협회와 유치원협회의 부정을 저질르고도 당당한 적폐를 엄중하게 처벌해주세요","6"
"육아/교육","양**만 잘못 하였나요?","7"
"기타","택시카플반대합니다","14"
"정치개혁","한국 사법부는 조폭이 접수하여 이미 그 기능을 잃었다.","9"
"경제민주화","정말 할수만 있다면~~~","2"
"보건복지","명백한 불법인 길거리 흡연단속, 이나라의 법치주의를 완성한다고 생각합니다.","5"
"육아/교육","초3 담임 급우시켜 집단 퐁행사건","1,016"
"인권/성평등","양**의 문제는 피해자들에게 피해자들 영상을","6"
"인권/성평등","그때는 자기 이익 챙기다가","0"
"외교/통일/국방","병역거부(무죄)  취소시킵시다","23"
"정치개혁","""양** 회장. 이호진 전회장"" 검색해서 청원 동참해주세요","19"
"보건복지","겨울철 농촌지역 난방비인하","5"
"정치개혁","외국인을 위한 나라 한국 이제 내국민 몰아 없애기 정부입니다.","9"
"행정","층간소음 !!! 혁신적 으로, 개선하고 조치하라 !!!!!! 촛불의 명령 이다 !!!!!!!!!!!!!!!!!!!!!!","9"
"육아/교육","로 바꿔주십시오","9"
"안전/환경","나라 잘 돌아간다","12"
"정치개혁","이건희 성매매,차명계좌,차명땅,성우레져,해외 은닉재산,이건희 사망유무,이건희 사망일,이재용 삼성바이오로직스 분식회계,상장,공정위,국세청,금융위,금선위,금융감독원,국세청,분당경찰서장,jtbc사장,kbs사장,tv조선사장,조중동,매경을 조사해 처벌하라 !!!","17"
"안전/환경","거리에서 보행중 흡연 금지 해주세요.","19"
"안전/환경","원전비리 한수원 관련자 모두 구속하고 파면해주세요","8"
"육아/교육","왜 이렇게 수당이..늘어가나요?","5"
"교통/건축/국토","버스 운행시간 좀 늘려주세요","1"
"교통/건축/국토","현대자동차 리콜불량","44"
"반려동물","동물보호법 개선","19"
"외교/통일/국방","양심적 병역 거부자의 대체 복무에 대한 명확한 기준을 빨리 마련해야 한다고 생각 합니다.","13"
"안전/환경","간접 흡연을 그만하게 해주세요","10"
"행정","소득주도성장은 실패한정책입니다","10"
"교통/건축/국토","북악산과 평창동 일대를 지나는 북악평창선을 제안합니다.","7"
"정치개혁","의원분들 음주운전 전과분들  밥 냉면 목 잘 넘어 가싶니까?","45"
"경제민주화","포악한 기업가는 반드시 처벌해야 합니다.","21"
"미래","우리나라의 문제","4"
"교통/건축/국토","승객의 안전을 위해 버스승강장 불법주정차 즉시단속","3"
"기타","조두순 처벌 더 해주세요!!","31"
"교통/건축/국토","카풀 반대","105"
"기타","한국대통령은 누구인가...","12"
"경제민주화","누구를 위한 공매도인가(금융적폐 아웃)","28"
"일자리","국민연굼제도개선에대하여","3"
"일자리","평등한 고용기회 (병에서 회복한 정신장애인을 위한 정신장애인 취업지원센타)","3"
"행정","다시한번 더 띠웁니다^^ 참으로 안타까운일입니다. 2016년4월21일이후퇴직한 공무원 정부포상관련 2015년도와 2016년도는 하늘과땅사이이며 너무나 어쩌구니없는 정부포상지침이 형성없는 독재적이고 급하게 밀어붙이는식으로 공정한심사없이 너무나 억울하게 받을수 있었던 정부포상을 못받고 한다면~~~~","0"
"인권/성평등","학교폭력 법 개정 촉구합니다","7"
"일자리","cj택배 대전허브터미널 영업정지 풀어주세요","45"
"외교/통일/국방","양심적병역거부 대체복무기간","3"
"기타","비슷한 주제의 청원은 동의하는 사람의 수를 합산하여 다뤄주세요","8"
"일자리","차등적 상속세율 고려해주길 부탁드립니다.","1"
"안전/환경","미세먼지 해결 촉구","30"
"외교/통일/국방","양심적 병역 거부자 모두 면제합시다.","1"
"인권/성평등","학교에서 폭행을 당하고 부산 **경찰서에서 조사받은 피해자 엄마입니다.","8"
"육아/교육","수능 감독은 교사 학대입니다.","39"
"경제민주화","도시빈민에게 절실한 경제 민주화는 등유 유류세 인하입니다.","16"
"인권/성평등","한전KDN 간접고용 근로자에게 갑질 그만해주세요","2"
"인권/성평등","20살 남성이 58새의 어르신을 무차별로 폭행한후 묻지마살인을 하였습니다 그 남성애 대해서 강력한 처벌을 해주세요","60"
"일자리","카풀","52"
"인권/성평등","사람들의 인권을 지켜주세요","1"
"외교/통일/국방","양심적병역거부에 대하여 청원합니다.","268"
"경제민주화","이재용 삼성바이오로직스 분식회계,상장,성우레져,이건희 차명계좌 ,차명 땅,이건희 성매매 사건 특검하라 !!!","13"
"성장동력","국회의원및공무원님들","7"
"외교/통일/국방","종교적이고 비양심적인 병역기피자에 대한 처벌 강화!!","20"
"육아/교육","출산지원금 좋은제도라고 생각합니다","1"
"안전/환경","검사.정치인.판사.경찰청장을 감사하는 기관을 만들어주세요","19"
"외교/통일/국방","6.25사과하고 서울오라고 하십시요","12"
"행정","카카오 카플 반대합니다","51"
"인권/성평등","국민이 요구하는 청원","6"
"문화/예술/체육/언론","지상파 채널에서 스포츠 중계 않하면 좋겠습니다","3"
"기타","이재명지사의 언론과 검찰에 대한 고소는 시기적으론 옳지않다생각합니다","1"
"정치개혁","참여연대 운영자금에 대한 감사청원","10"
"경제민주화","공매도폐지와 공공임대아파트무제한100만호건설","20"
"외교/통일/국방","""양심적병역거부"" 용어 변경을 청원합니다.","6"
"일자리","옥시RB 제2의 가습기살균제 피해자입니다.간곡히 호소드립니다","511"
"기타","주가 조작꾼들을 처벌하여 건전한 주식시장 만들어 주세요","155"
"행정","카플을 반대합니다.","38"
"인권/성평등","폭언, 인격모독 심한 우리카드 처벌 촉구합니다.","2"
"교통/건축/국토","카카오 카풀 반대","77"
"외교/통일/국방","목구멍으로 냉면 사태도 무마시키기에 급급..평소 어떻게했는지 안봐도 뻔합니다","7"
"안전/환경","미세먼지 예보기준","11"
"미래","난민들보다 자국민들을 먼저챙겨주십시요 정우성씨 당신이키우세요","14"
"육아/교육","470조예산 여야 맞짱","3"
"경제민주화","문재인 대통령님! 피 끓는 심정으로 애원합니다. 최종구, 김용범,김학수를 즉각 파면하고 구속수사 하십시요","16"
"교통/건축/국토","카풀반대합니다........","40"
"외교/통일/국방","문대통령 뿐만아니라 현 정권 민주당 청와대..정말 뻔뻔하고 치졸하기 짝이없다","24"
"미래","태국성매매여성10만명입국 국내맛사지관광비자보완해주세요","11"
"육아/교육","우리에게 실질적 경제 교육정책이 필요합니다!","36"
"일자리","지역인재 채용 방식을 한번 더 검토해 주시기 바랍니다.","4"
"교통/건축/국토","카불제반대","16"
"보건복지","도와주세요","8"
"행정","자동차보험사들의 만행을 막아주십시요","10"
"교통/건축/국토","카풀반대","29"
"기타","카풀반대","11"
"보건복지","줄기세포 무릅관절 수술후유증으로 인한  부작용및 합병증","346"
"보건복지","줄기세포 무릅관절 수술후유증으로 인한  부작용및 합병증","346"
"행정","카플 반대 합니다","18"
"미래","sk 와이브로 사용 자동 재가입","2"
"기타","경선때 이재명 캠프와 억수로 싸웠는데 경찰 무리수 공감^^*","4"
"기타","학교 고사","17"
"미래","자발적 안락사제도가 더 인간적입니다","7"
"교통/건축/국토","현대자동차 GDI엔진 무상수리권고 의미 없어....","29"
"보건복지","간병인 문제에 대해 알고 계십니까?","90"
"기타","대한민국 국민분들,상가임차로 사업자등록 다 한 소상공인분들, 공인중개업자분들게","3"
"교통/건축/국토","///// 임대사업자등록제도 폐지청원(현재:2,445명 동의~)////","32"
"정치개혁","김영삼대통령은 우리의 구세주 였네요","1"
"정치개혁","리성권발언문제..청와대가 문화문제 차이라고 진짜 화가 나네...","24"
"정치개혁","무자기로 세금을 징수해서 특정인에게 세금을 푼다???","6"
"육아/교육","미성년자 유료 콘텐츠 결재건에대해서","0"
"기타","유류세인하","121"
"경제민주화","영세민이 사용 하는 난방 등유 유류세도 인하해 주십시요","21"
"정치개혁","대통령을위한국회의원을위한상위1프로를위한국민들은 노예입니다","3"
"보건복지","보건복지부- 기초생활보장과 2019년도 예산안 삭감 요청합니다!! (집단 괴롭힘)","4"
"육아/교육","어린이집 보육료의 현실화와 유치원  영아들과 급식비 차별 지원에 관한  청원","11"
