"catagory","title","participated"
"미래","집 없는 사람들 그 서울집값 생각만 나면 자다가도 벌떡 일어나게 만드는 정부 무슨 희망이 있나요?","21"
"미래","당신들이 말하는 서민 기준부터 바꾸십시오","14"
"육아/교육","사교육 제안 합니다","1"
"일자리","논문 표절은 절도입니다.","2"
"보건복지","부패한 의료보험(국민혈세를  매년3-4조 날리는 의료보험가치없는 약들)","6"
"행정","전세자금 대출규제는 현실과 너무 동떨어져 있습니다.","18"
"외교/통일/국방","이제 남북화해와 판문점 선언 이행은 우리 민족 끼리 합니다.","1"
"정치개혁","일하지 않고 세금만 축내는 국회 개혁이 필요하다.","28"
"행정","법무부 소속 출입국관리사무소 공무원 나태한 근무실태 고발","3"
"행정","성별갈등 조장한 광명시 공무원 파면을 요청합니다","5"
"미래","임기 마치고 끝날때까지 공산주의자 / 공산주의 정책 문재인 대통령 더불어 민주당한테 바치는 글","10"
"정치개혁","김경준 입국을 허가하여 주세요. BBK 진실에 대한 증언을 상세히 들어봅시다","16"
"정치개혁","장관이 벌써 여당출신 국회의원만 벌써 40%가 넘는다고 하네요<U+0001F625><U+0001F623> 측근인사, 편파인사인거같네요. 야당출신들도 뽑아주시고 전문성 있으신 전문인들도 뽑아주세요","21"
"정치개혁","""중국계 李씨 등용""을 삼가 해 주세요","2"
"정치개혁","신동빈회장 선고 2년6개월 황소심에서 14년 사드부지 제공 했다고???이게 나라가 맞나요??","9"
"기타","부동산 고공행진에 대한 대책","12"
"정치개혁","불량청소년 보호법을 폐지 시켜주세요","13"
"교통/건축/국토","부동산주도성장, 부동산을 죽이든지 서민을 죽이든지","30"
"정치개혁","내가 죽으면 삶의 고통에서 벗어나고 무속인의 주술에서 벗어 날까를 생각합니다.","0"
"정치개혁","처음으로 소신있는 여성장관이고 노동부장관이었는데","1"
"경제민주화","소득주도성장이 아니라 투기주도 성장이다!!!!","10"
"미래","지금도 충분한 공무원, 증원 철회해주세요!","43"
"정치개혁","공시지가 올리지말고임대사업특혜폐지하라","6"
"일자리","노동관련민원 통합센터 좀 만들어주세요","0"
"경제민주화","서울 부동산 2년보유정책 그만해주세요.","4"
"기타","지상 택배차량 출립 금지 구역은 택배 금지 구역으로 지정 하던지 해결방안을 모색해주세요.","0"
"기타","스웨덴.덴마크.노르웨이.핀란드등 유럽 국가는","7"
"정치개혁","주민세 2중과세 폐지","2"
"미래","탈원전 정책 청원중 좋은 의견이여서 퍼 올립니다","9"
"교통/건축/국토","대통령 지지 철회하겠습니다.","35"
"농산어촌","산지 값 폭락해도 소매가격 더올라... 갈치 고등어 유통단계줄여  가격내려 주세요.","2"
"경제민주화","불공정 매매 제도개선","6"
"일자리","음란법 없애 주세요.","0"
"정치개혁","보궐선거 비용을 원인제공자에게 추징하는 법률 제정해야 부정선거 없어진다.","8"
"경제민주화","소득 주도 성장 은  ?","3"
"정치개혁","신중하게 그리고 깊게 고민해 주시기 바랍니다.","1"
"성장동력","문재인 대통령님 탈원전 정책을 철회하시고 튼튼한 원전 강국이 되게 해주세요","32"
"육아/교육","아동수당 보편복지로 가야합니다","168"
"외교/통일/국방","아시안게임 야구 선수들 군면제 혜택 부여 취소요청","8"
"정치개혁","박근혜 탄핵때부터 대선때까지 열심히 이 정부 위해서 댓글 작업해준 드루킹을 청와대 홍보수석으로 임명하세요","4"
"문화/예술/체육/언론","아시안 게임에 야구프로스포츠 선수참여금지 청원합니다.","12"
"육아/교육","대학 입시 제도 개혁이 어렵다면 초등교육 개혁부터 단계적으로 추진하면 어떨까요?","2"
"육아/교육","유은혜 교육부 장관의 임명을 철회바랍니다.","523"
"미래","●이글을 꼭 읽어주시기 바랍니다●","18"
"정치개혁","국민청원 및 제안","3"
"저출산/고령화대책","4번째 올립니다. 공부못하는 아이많이 낳이서 죄송합니다.","11"
"외교/통일/국방","북한에 몰래 갖다 퍼주는거 당장 중단하세요","55"
"일자리","휴무인력 일자리 고용 창출?","0"
"미래","<U+275A>국민연금공단 배임죄, 수사의뢰청원판 소개<U+275A>","10"
"외교/통일/국방","국민소통 모르십니까?!","10"
"행정","국토부 정신차려라!","3"
"기타","전기기능사도 일정기간 경력이 있으면 전기시설안전관리자로 선임하게 해주세요.","4"
"일자리","한국예탁결제원의 비정규직에 행한 만행을 고발합니다!","5"
"육아/교육","문재인 대통령 교육공약을 파기한 책임으로 김수현 사회수석을 경질하고 청와대 교육수석을 부활하십시오.","1,701"
"기타","대한민국을 이니수엘라로 나라명  개명","8"
"정치개혁","국민연금폐지","22"
"성장동력","청와대 위력으로  다년간의 범죄를 자행하다.","0"
"미래","한국은행 기준금리 올려주세요","15"
"정치개혁","공기업 기관장임금","6"
"교통/건축/국토","미친집값. 정말 탄핵되고싶나요?  너무 무능하다","63"
"안전/환경","노회찬 의원의 의문사, 제대로 조사 부탁드립니다","8"
"경제민주화","국민연금도 긴급자금 대출이라도, 당장 굶어죽을 지경입니다.","15"
"보건복지","공중화장실 지원에 관한 법률 제정 요청","2"
"행정","송도oo아파트  불법주차사건 강력처벌 바랍니다","19"
"기타","올 연말 주식 폭등 하는데 좌파 경제가 뭐꼬??","1"
"일자리","노인 일자리","6"
"교통/건축/국토","●아직도 모르지? 왜 집값이 오르는지? 바보들","41"
"육아/교육","안양k여자고등학교 교육방식","16"
"행정","진심으로 문재인 대통령 탄핵청원합니다.","50"
"육아/교육","학교 교실 내cctv의무화 및 교사노조 없애주세요!","10"
"행정","신혼부부 전세자금대출 버팀목에 관하여","1"
"인권/성평등","< 국가와 경찰은 노인 나체 사진을 불법촬영 및 유포한 일베 박카스남과 서초구청장을 체포해 포토라인에 세우고 수사하라 >","3,405"
"정치개혁","공무원연금과 국민연금 통합하라","35"
"기타","기능시험 완화 제발","2"
"행정","인권법연구회의 법원 장악 과거 하나회랑 똑같다.","5"
"교통/건축/국토","희망임대주택 하우스푸어! 살려주세요.","7"
"일자리","IBK국책은행 기업은행 자화사 강행 진실 혹은 거짓!!!","4"
"반려동물","대중교통 이용시 개를 못태우게 해주시기바랍니다.","10"
"육아/교육","방학동안 초등학생들  급식을 제공해 주세요","4"
"일자리","제안) 청년 일자리를 위해 나이 많은 신입 공무원 없어져야 합니다.","2"
"안전/환경","정부를 굳게 믿고  추진하였을 뿐인데 결과는 기업들의 줄도산을 만들어 주고 말았읍니다.","5"
"경제민주화","대통령님께 묻습니다!! 국민연금 손실나도 누구하나 책임없는 세상???","5"
"육아/교육","교사의 교육적으로 정당한 체벌 인정해달라.","23"
"교통/건축/국토","토지공개념 확대 시행을 부탁드립니다.","30"
"기타","행복주택?ㅋㅋㅋㅋㅋ","3"
"육아/교육","중/고등학교 기초 법률 수업","3"
"교통/건축/국토","건설퇴직 공제에  대하여","0"
"교통/건축/국토","대통령님부동산대책주머니에잇다고대국민담화발표좀해주세요","12"
"정치개혁","청와대 국민소통광장 어지럽히는 국정농단세력 척결 요청!!","3"
"보건복지","추석때   무료급식소을  운영해 주십시오","2"
"안전/환경","몰래카메라 판매 불법화","17"
"인권/성평등","일베 박카스남 강력처벌","15"
"교통/건축/국토","임대사업법 강화를 통한 부동산투기세력 규제","7"
"교통/건축/국토","온국민 빚내어 집사는 시대.정부는?","24"
"행정","신혼부부 전세자금대출 기준완화","0"
"교통/건축/국토","불법 위장전입 투기로 '집값폭등'  주범 전수조사 엄벌하라","3"
"경제민주화","이해찬 대표 3주택 이상이거나 초고가 주택의 경우, 종부세 강화","9"
"경제민주화","보유세, 종부세 올리고 집값 잡으세요.","15"
"교통/건축/국토","대출규제! 한다면 해야지? 그렇게 자신없니? 참 무능하다","12"
"교통/건축/국토","부동산 대책 - 누가 그 대책을 만듭니까","9"
"교통/건축/국토","투기 시장 박원순","28"
"보건복지","많은 선진국들과 같이국민연금공단운영비 전액 국고에서 부담해야만 합니다","10"
"일자리","일자리창출 아이디어 제안","2"
"보건복지","똥성애 지지자인 국가인권위원회 위원장 후보의 사퇴를 촉구한다!","26"
"일자리","장관자리 신속히 채웠으니, 이제 일자리도 좀 채워주시죠....","1"
"정치개혁","조작통계로 국민들 사기치지 맙시다","32"
"경제민주화","코스닥 바이오 종목 검찰 수사 촉구(네이처셀,신라젠 등)","1"
"경제민주화","사람이 먼저다??","10"
"행정","국민연금공단 폐지","25"
"정치개혁","대한민국 서민이 내집(아파트24평기준)마련 평균 가능액","4"
"보건복지","아동수당,  소액을 주더라도 소득, 재산 구분없이 다 주는 것이 맞다.","19"
"기타","눈물의 이산가족","0"
"육아/교육","윤은혜","103"
"인권/성평등","여자도군대가라","8"
"보건복지","피부양자 범위축소 건강보험의 근거없는 업무 처리 막아주세요","3"
"저출산/고령화대책","결혼을 재촉합시다.","3"
"행정","주택세금","1"
"교통/건축/국토","부동산투기만이살아갈수잇는대한민국참암울하구나","16"
"행정","전세대출","4"
"보건복지","청각장애인","1"
"정치개혁","삼성 엘리엇소송 수상하다","467"
"교통/건축/국토","너무 늦기 전에 금리라도 올려주세요","8"
"일자리","제안","1"
"미래","공무원 국민전체에 대한 봉사자 규정 및 겸직금지의무 규정 삭제","1"
"경제민주화","서울집값 똥값 만드는법","7"
"정치개혁","오랜 뿌리깊은 범죄에 ........","1"
"기타","나이 55살,신용불량 23년차 가장 입니다.","3"
"정치개혁","일베 박카스남, 서초구청 직원 엄벌","15"
"일자리","최저시급 분야별로 세분화 시켜주세요~","4"
"행정","국회의원, 시의원, 자치단체장의 임기와 연령을 제한하여 주십시요","11"
"미래","문재인 그냥 내려와라 대한민국 그만 망치고 지금이라도 내려와라","30"
"정치개혁","국회의원, 정치권이 배째라고 하네요.","6"
"일자리","불안하다... 사회주의 정권의 종말.. 그리스, 베네수엘라 !!","33"
"보건복지","국민연금공단 관리 운영비 국가 부담 및 연금관리공단 직원 감축건의","18"
"기타","존경하는 문재인 대통령님","6"
"교통/건축/국토","남의 차나 입구를 막는 차량단속에 대해..","2"
"정치개혁","국회의원 정원 100명 이내 , 보좌관 각1명 한정 청원","22"
"기타","서민의 현실","7"
"행정","핸드폰의 공동명의","1"
"보건복지","미친 서울 집값좀 내려주세요....","24"
"저출산/고령화대책","육아 휴직 급여 기간 연장을 부탁드립니다.","8"
"기타","서민의 현실","11"
"육아/교육","[홍세화 칼럼] 실종된 문 대통령의 교육공약","1"
"저출산/고령화대책","전세자금대출 규제 관련 1주택자 이사수요 확인 및 다자녀가구 태아 포함 부탁합니다.","6"
"기타","서민의 현실","5"
"보건복지","국민연금 매년 관리운영비 100억말고 4776억 전액 국고지원하라","13"
"정치개혁","장관도 하고 국회의원도 하면 혈세가 두배로 들어가네 ㅋㅋㅋ","19"
"미래","국민세금 그만 짜내고, 세금 막퍼쓰지말고 좀 아껴쓰세요.","29"
"정치개혁","김정은보다 악한 것이 내부의 적인 숨은 적 발견 (법조3륜과 그출신 정치인)","11"
"안전/환경","유투브","0"
"교통/건축/국토","부동산 폭등 원인인 주택임대사업자 제도를 폐지하라","25"
"성장동력","문제인 대통령국정과제","4"
"문화/예술/체육/언론","한반도기 독도 표기 되도록 청원합니다","8"
"경제민주화","코스닥 일부 회사의 시작가  조작질....엄정조사와 처벌요함.","2"
"정치개혁","지금 부동산 정책은 잘못되었습니다 폐기하십시요","8"
"정치개혁","장관직 아무나 선물주듯이 인심쓰는거 아닙니다.","20"
"정치개혁","국회의원 장관되면 국회의원 사직해야. 둘다가지면 반칙","18"
"보건복지","4대보험 공단 통합 개혁해 주십시오","59"
"정치개혁","국회의원과 장관의 겸직","14"
"안전/환경","건강보험인하보다 ㅡ.ㅡ","0"
"정치개혁","문재인의 인사개편 수준","77"
"정치개혁","서울시농수산식품공사 사장 인사 철회하고 전면 재공모하라!","0"
"교통/건축/국토","전세자금 대출 자격제한 정책 중단 요구합니다","15"
"성장동력","3대 정권에 걸친 청원입니다.","3"
"보건복지","장애인을 위한 도움을 부탁합니다","4"
"행정","특성화고 전/편입 제도의 맹점과 고통받고 있는 청소년들 실상을 고발합니다.","191"
"저출산/고령화대책","일자리,저출산/ 고령화대책, 육아/교육  동시충족에대한 대안","0"
"행정","부동산투기 핑계로 공시지가 그만 올려주세요","6"
"미래","표 떨어지는 소리에 너무 안타깝습니다","5"
"정치개혁","우리나라 주권은 문재인이 가진게 아니라 국민에게 있다","28"
"성장동력","경제를 살려내라 못살려내믄 물러나라","12"
"교통/건축/국토","부동산대책 메가톤급 한방필요.","24"
"외교/통일/국방","유엔사의 내정간섭","2"
"인권/성평등","미투법안의 통과","2"
"교통/건축/국토","주택가격 상승 억제 방안","7"
"저출산/고령화대책","혁신적 주택 정책과 교육제도 제안.","1"
"일자리","경제가 망해가는 이유: 기술경쟁력 + 가격경쟁력 하락","5"
"정치개혁","문재인 대통령 탄핵","53"
"성장동력","저는 여름날 태양열을 지하탱크에모아 겨울날 난방수로 활용하는 기술로 특허를 받은 사람 입니다.","0"
"교통/건축/국토","부동산 관련 대책에 관하여..","12"
"성장동력","문통이 해야 할 일 중에 가장 시급한 것은 개각이 아니라","3"
"교통/건축/국토","부동산 양도세 완하해서 매물 나오게 해 주세요","3"
"육아/교육","조부모에게도 돌봄 서비스 수당을 받게해 주세요","3"
"정치개혁","김영란 법 더 강화해주세요.","12"
"육아/교육","학교 교실에 CCTV를 달아 주세요.","11"
"경제민주화","주식 공매도 금지 또는공매도용 주식 대여 금지 요청","34"
"경제민주화","국민 체감 경제를 위해 가장 우선 해야할 세금 절감 바랍니다.","9"
"육아/교육","유은혜 교육부장관 후보의 정치적 포부에 공감하며 갑질과 부당한 관행을 바로잡아 주시길 희망합니다.","279"
"육아/교육","보육료 지원금에 대한 청원입니다.","8"
"정치개혁","청와대 인사 개편 바랍니다","85"
"교통/건축/국토","부동산급등의윈인 젤 큰건","8"
"교통/건축/국토","새만금 사업 댜새 검토해주세요.","1"
"육아/교육","수능과 대학","1"
"육아/교육","교습소에서도 강사채용 할수있게 해주세요!","7"
"기타","월 564만원이하 수입 3인가구 돌보미 정부지원금의 건","5"
"교통/건축/국토","9억원 이상부터 종부세 강하게 좀 때려주세요","13"
"육아/교육","유은혜의원","6"
"일자리","경제가 허물어지고 있다~~~","14"
"육아/교육","통학차량 썬팅제거제안","2"
"교통/건축/국토","건설업계 지원금과  건축물에 대한 청원입니다.","0"
"육아/교육","유은혜 교육부장관 후보의 정치적 포부에 공감하며 갑질과 부당한 관행을 바로잡아 주시길 희망합니다.","21"
"외교/통일/국방","외교, 경제 제대로 하고 있는거 맞나요?","7"
"교통/건축/국토","부동산 문대통령 말대로 했다가 폐가망신","23"
"정치개혁","박상기, 최종구, 김현미 장관은 왜 안자르나? 잘해서인가? 유은혜는 왜 지명하나 철회회라","83"
"교통/건축/국토","국민들이 주택문제만 잘곳만 우선 안정되게 해결하면 국민들 삶이 좋아지지 않을까요","9"
"정치개혁","앞으로의 정치개혁이 궁금합니다","3"
"교통/건축/국토","정말 끔찍합니다.","31"
"육아/교육","교육부장관 임명을 철회하라","380"
"육아/교육","저출산대책으로 의무 휴직 기간 2년이상 연장 부탁드립니다","143"
"저출산/고령화대책","불타오르는 집값ㆍ 촛불 대통령님 안잡습니까?","29"
"문화/예술/체육/언론","온라인 암표상과 대리티켓팅 뿌리뽑아주세요.","36"
"정치개혁","당대표 이 해찬은 민간인 불법 사찰을 하며 범죄자 박과정씨에게 기득권을 주며 범죄자들과 편 먹은 정부다.","3"
"일자리","난민 불법체류자 추방하세요","26"
"외교/통일/국방","남북철도연결 유엔사의 방해로 멈추어서는 안됩니다.","4"
"정치개혁","문재인 탄핵을 청원합니다.","36"
"육아/교육","유은혜의원 교육부장관 내정자를 청문회까지 지켜주세요","81"
"경제민주화","세금정권=무능정권","13"
"일자리","제주도 사람들 월급은 전국최하 물가는 전국최고인데  이거 해결해 주십쇼","4"
"안전/환경","빛공해를 줄여주세요!","0"
"교통/건축/국토","전세자금대출은 무주택자에게만 해야합니다.","19"
"보건복지","장애인 연금법","2"
"정치개혁","대통령 칭찬글이 왜 하나도 없는가? 지지자들은 다 어디갔나?","9"
"육아/교육","장애아보육수당도 좀 주세요!","3"
"교통/건축/국토","주택 청약 1순위를 3년으로 해주세요","3"
"교통/건축/국토","수도권공장신증축 규제","3"
"교통/건축/국토","생애최초 밀 실소요자 개념 청약제도와 디딤돌 개정 제안합니다","5"
"보건복지","지하철 강냉방칸도 만들어주세요","1"
"육아/교육","학생들의 미래를 위해 교실에 CCTV를 달아 주세요.","15"
"일자리","일자리 예산 투입","1"
"교통/건축/국토","전세자금 대출규제 관련 1주택에 대한 기준을 마련해 주세요","8"
"육아/교육","성적우수반을 운영해 내신을 몰아주는 학교를 고발합니다.","3"
"육아/교육","교육부장관 임명철회","87"
"일자리","일자리 창출","1"
"육아/교육","학생종합생활기록부 바탕 전형 비중을 대폭 낮춰주세요","6"
"인권/성평등","워마드 구속 후 처벌 촉진 청원","7"
"일자리","3만6천명 공무원 증원 결사 반대합니다.이게 무슨 일자리창출입니까?","80"
"일자리","무사증제도 폐지해주십시요 불법체류자. 만드는 무사증 제도","16"
"인권/성평등","민갑룡경찰청장을 고발합니다.","21"
"기타","장관 지명가지고 철회하라 말아라 할 거면","3"
"보건복지","군인 공무원 연금 혈세 투입 중단하라","26"
"교통/건축/국토","집값안정 위해 수도권인구분산","8"
"안전/환경","""특정소방대상물에서 별표2의 아파트""를 제외하라.","0"
"교통/건축/국토","제발 집값 대책을 세워주세요!!!!!","37"
"교통/건축/국토","무주택 서민들의 피눈물","31"
"경제민주화","집값 잡는 방법","5"
"일자리","근로장려금 조기지급 요청합니다. 살기 너무 팍팍합니다","5"
"외교/통일/국방","중국에게 할 말은 합시다","8"
"교통/건축/국토","중.고등학교의 클린존 화대시행과 사람이 다닐수있는 인도확보를 바랍니다()","1"
"경제민주화","공무원연금ㆍ군인ㆍ사학연금 부터 개혁해야","33"
"육아/교육","대학교 등록금 폐지","4"
"경제민주화","소득의 양극화 해소를 위해서는","1"
"보건복지","정신과진료 기록 실비보험가입 제한좀 낯춰주세요!!","9"
"미래","한탕주의를 부축이는것들 좀 없애주세요","4"
"교통/건축/국토","☞☞☞문재인 대통령께...묻습니다(투기장,이게 나라입니까?)","30"
"육아/교육","워킹맘 어린이집 하원시간.보육료","8"
"교통/건축/국토","부동산 대책 관련하여 재산세 세율 조정해주시고 서울 각 지역을 잡을 신도시 추가가 필요하다고 봅니다.","9"
"일자리","중국인 3개월 관광비자 현장일 싹쓸이...","23"
"인권/성평등","해묵은 민원이나  서민들의 눈물을 딱아 주는 길을 열어 주시길 바랍니다","2"
"행정","자영업자는  지겹죠??","0"
"정치개혁","여적죄 문재인 탄핵","14"
"기타","이번 서울아파트 캠리 불법주차건을 보면서...","4"
"성장동력","소득분배,일자리창출을 위한 정부정책의 잘못된점을 바로잡기위한 청원","6"
"일자리","대통령님 제글을 꼭 읽어주세요! 경력단절 여성도 승무원 및 직종에 나이제한 없이 일할수 있는 대한민국으로 만들어 주세요!","1"
"보건복지","9월부터 기초 노인 연금이 오른다는데..","25"
"행정","공무원 증원 반대!! 작은정부 실천 요망","49"
"경제민주화","부동산 정책의 실패를 국민의 세금으로 해결하지 말기 청원합니다","11"
"일자리","아직도 미군정시대인가?  무슨나라가 이모양인가!","0"
"경제민주화","이주열 김동연 최종구 라는 경제실무진으로 경제민주화가 가능할랑가요???","1"
"일자리","홈폐이지  기능마져  비정상이다! 뭐하나 제대로 안되는<U+11A2>","0"
"정치개혁","2022대입말아먹은김상곤조용히경질. 김현미도?","6"
"안전/환경","기상청 관리 좀 해주세요.","2"
"행정","주치의 장해판정 100%무시하는.근로복지공단휭포.엉터리 장해판정. . 엉터리 재심청구 기각.복지공단 자문의 엉터리장해판정","3"
"인권/성평등","성차별을 조장하는 헌법을 개정해주세요","8"
"행정","전세자금대출규제완화","6"
"정치개혁","부도덕","2"
"육아/교육","유은혜","124"
"안전/환경","음주운전법 강화해주세요","15"
"육아/교육","육아휴직  후 복직에 대하여..","163"
"교통/건축/국토","민간에서 돌고 있는 집값잡는 방법입니다. 정부정책보다 훨씬 나은 듯 하니 고려해주세요","14"
"외교/통일/국방","제발 우리아들좀 병역문제좀 해결해주세요","5"
"교통/건축/국토","부동산에 대해 지금 뭐하고 있는 겁니까?","20"
"일자리","무주택자 대출.? 저도 될까요?","1"
"교통/건축/국토","1주택자가 전세대출 받으면 무조건 투기꾼입니까?","12"
"행정","예의좀지키세요","0"
"일자리","일자리창출-유아특기수업 오전 열어주세요","0"
"교통/건축/국토","전세 보증 절대 타협하지말아야...","7"
"미래","국민청원 소수가 글써도 보긴 합니까?","4"
"육아/교육","유은혜, 이거는 못참겠네요.","197"
"미래","국민연금 서민들은 ?","2"
"정치개혁","여기모든청원글의 답은 대한민국 법이문제입니다.","1"
"인권/성평등","일베 박카스남 파면해 주세요","28"
"교통/건축/국토","저는 연봉 7천이 넘는 맞벌이 투기꾼입니다.","9"
"안전/환경","전화요금 미납센터","6"
"교통/건축/국토","현기차 에바가루!!! 개선부탁드립니다!!!","13"
"육아/교육","어린이집 원장의 최저임금을 확립해주세요.","3"
"저출산/고령화대책","신혼부부 ?  구혼부부?","3"
"일자리","최저임금","2"
"교통/건축/국토","무주택자에 대한 주택담보대출 규제(DTI/LTV)를 완화해주십시오","10"
"교통/건축/국토","1주택자 전세 제한도 없던일로???","4"
"보건복지","의료법 계정","1"
"인권/성평등","술  먹고","1"
"육아/교육","아이돌보미 정책","4"
"육아/교육","서울불교대학 (요가통합치유학과)  학생의 피를 빨아먹는 돈잔치 수련실습 규정을 시정하라","10"
"외교/통일/국방","한반도기 독도 표기 공식화","9"
"일자리","제발 참신한 인재를 기용하라","4"
"행정","장애인들에게도 민방위 이행 통지문 발송해주세요","1"
"기타","무주택자/서울 맞벌이부부 전세자금대출","3"
"정치개혁","제발 탕평인사 좀 하라","5"
"안전/환경","아파트 발코니 흡연규제 강화","8"
"정치개혁","제발 정책좀 바꾸세요. 우리나라 살려주세요","6"
"일자리","소방공무원에 가산점에대해","0"
"인권/성평등","5인미만 사업장의 근로법을 좀 바꾸어 주세요","6"
"미래","외국땅 빌려서 태양광설비해서 돈버는방법 어떨까요?","0"
"행정","허술한 나무의사  자격증제도","17"
"일자리","공무원 증원 반대합니다","24"
"인권/성평등","서민 희망 꺾는 대출 멘트 중지하세요","2"
"안전/환경","길 담배에 대해","8"
"교통/건축/국토","경기도 아파트 집 값 좀 잡아주세요 끝 없이 올라갑니다.","15"
"인권/성평등","여성가족부 폐지 부탁드립니다","19"
"일자리","노인일자리 또한 많은 관심을 가져주세요","0"
"일자리","사업주인데요 이런 방식의 채용은 하지 않겠습니다","2"
"교통/건축/국토","술 권하는 나라 개한민국..대체 언제쯤 정신차릴건가요","14"
"행정","국제결혼이민자국적취득에.대하여","8"
"인권/성평등","우체국 하나로ok보험에게 말한다","1"
"일자리","독점의 이익을 이용해 공시생들을 농락하는 공단기에게 제재를 가해주세요","3"
"기타","연소득 7000만원 넘으면 집없는게 이상한거 아닌가요","4"
"인권/성평등","산부인과 전문의들의 낙태수술 중단선언을 해제 해주십시오","33"
"교통/건축/국토","[재개발] 부산시 사하구 괴정5구역 시범생활권 재개발계획 전면 재검토 요구합니다.","7"
"보건복지","예산을 지원해주세요","1"
"미래","자신의 이름으로 소신것","2"
"교통/건축/국토","음주운전 처벌강화","24"
"보건복지","제조업하는 소기업입니다 국민건강보험공단을 고발합니다","49"
"행정","다문화 에대해서","14"
"행정","공기업장들의 법인카드내역을 전수조사하여 일벌백계로 다스려라.","16"
"교통/건축/국토","서울에 주택 100만호 공급 정책 입안 및 당장 시행 하세요 !","12"
"보건복지","층간흡연","5"
"교통/건축/국토","서울 부동산 거래의 자금 출처 조사를 전수조사로 해주세요","13"
"정치개혁","■집값폭등 조장하는 정부■","20"
"정치개혁","지난 2년전 분양받고 입주 희망을 완전히 부숴버린 문재인정부","3"
"보건복지","제가 가진 장애까지 원망스러울 정도로 힘듭니다.","3"
"정치개혁","검찰총장 직급 변경해 주세요","1"
"기타","소비자를 기만하는 업체 ""블루홀""에게 재재를 해주세요","0"
"행정","진심으로 문재인대통령 탄핵 청원합니다.","28"
"보건복지","외국인 건강보험 폐지가 답!! 3년이상 거주, 1인1보험!","14"
"외교/통일/국방","프로선수 군면제 제도 폐지","2"
"저출산/고령화대책","저출산은.나라기둥흔든다.결코 작은일아니다","6"
"정치개혁","더민주당 서울시당은 선거비용 돌려달라!!!","3"
"행정","직무급제는 공무원부터 시행하세요!","9"
"인권/성평등","불법촬영(몰카) 범죄자에게 선처없는 강력한 처벌을 내려주십시오.","13"
"저출산/고령화대책","전세자금대출 규제라뇨!!!???대출상환 다해서 둘째아이 낳고 살집 마련하고 행복하게 살고 싶어요","5"
"저출산/고령화대책","저출산에 대한 의견을 올릴까합니다","1"
"행정","유은혜 철회","153"
"저출산/고령화대책","주택보유제한으로 대한민국을 살려주세요","19"
"교통/건축/국토","눈치보기 부동산 정책 이제 그만해주세요","12"
"교통/건축/국토","중개보조원 제도를 점진적 축소해야합니다.","11"
"일자리","어려운행사","0"
"반려동물","동물병원 과잉진료비에 대한 대안 마련해 주세요","18"
"인권/성평등","목포해양대학교학생들의 자유와 권리를 억압하는 규정의 폐지를 청원합니다.","16"
"기타","정말죽고싶고 외롭다","2"
"안전/환경","해양쓰레기로 부터 바다를 살려주세요","500"
"문화/예술/체육/언론","넷마블 의 고객정보에 대한 업무 '갑'질에 대한 전수조사 부탁드립니다.","20"
"외교/통일/국방","대통령께서는 양심적 병역거부를 종교적 병역거부로 지칭 하도록 바로잡을 필요가 있습니다.","8"
"정치개혁","더민주당 선거비용 착복!!!","4"
"교통/건축/국토","서울9호선 문제점 해결 촉구 청원","3"
"기타","공인중개사법 개정","3"
"육아/교육","대통령 할아버지 께 _","16"
"미래","문제인 탁핵청원","14"
"안전/환경","가짜난민 불법체류자 추방합시다","29"
"외교/통일/국방","북한에 빌려 준 국민혈세 3조원을 받아주세요.","20"
"보건복지","국민들은 사기꾼  대기업들의 개인보험 모두 해지하고 당국은 철저히 조사하라.","6"
"육아/교육","양육비 미지급하는사람은 강력하게 처벌해주세요","20"
"외교/통일/국방","대북사업","6"
"교통/건축/국토","신혼부부 특공 맞벌이 소득기준 개선해 주세요.","17"
"기타","급여압류","2"
"경제민주화","국회의원님들 월급 시급으로 맞춰 주십시오","18"
"인권/성평등","광주A여고 성추행사건","6"
"문화/예술/체육/언론","게임업계의 원칙없는 행위 규제해 주세요...","0"
"미래","이석수 국정원 기조실장 국민들의 명령으로 무조건 즉시 철회하라!!!<U+0001F620><U+0001F621><U+0001F92C> 만약 지명 철회 이행 안할경우 문재인 탄핵운동 실시바랍니다 <U+0001F525>","10"
"육아/교육","모든 어린이집 차량에 썬팅 금지","7"
"육아/교육","부동산급등으로 인하여 초등학생편갈려요 사회문제","10"
"육아/교육","교육공무직을 공무원, 교사를 시켜달라는 것이 아닙니다.","7"
"일자리","전국공사현장에있는외국인들을자국으로보내주세요","12"
"교통/건축/국토","공인중개사제도변경하라","1"
"정치개혁","한국사회 제일 큰 문제 공무원","19"
"안전/환경","방사능 오염된 일본산 수입품목 금지","10"
"교통/건축/국토","새로운 차량에 관하여 청원","0"
"정치개혁","무뇌 김현미 경질해라","24"
"육아/교육","아무리 세상이 바뀌어도 아무리 시대가 바뀌어도 임산부 뱃속에 있는 태아도 소중한 생명입니다. 그런데 낙태는 임산부 뱃속에 있는 소중한 태아 생명을 살해하는 것입니다. 그래서 향후에는이런 새로운 방법으로 해 나아갔으면 합니다.","2"
"외교/통일/국방","왜 양심적병역거부라는말을쓰는거죠?","16"
"농산어촌","화환 재사용을 법으로 금지해주세요.","2"
"안전/환경","항공보안법 강화","332"
"성장동력","문재인님보세요~전세대출또욕먹엇지요?왜그럴까요?","6"
"정치개혁","문제인 대통령님께 이것을 바랍니다.","6"
